gender,age,Salary,Rent,Groceries,Utilities,Transportation,Healthcare,Entertainment,Savings,Others,Investment_Recommendation
Male,22,727540,102805,94466,56255,57389,71162,115207,28589,201667,Diversify into more Fixed Deposits or Government Bonds.
Male,30,721162,136592,98735,71498,38010,58888,142764,25142,149533,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,199130,31947,25586,11357,17236,11118,35226,10350,56310,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,339697,40826,46716,32206,33614,17896,56215,21601,90623,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,342585,35989,38918,26266,29808,24942,56532,15545,114585,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,677716,97799,84862,64357,60003,82366,121063,22223,145043,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,99381,10635,11224,5936,6101,7223,17047,5691,35524,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,31,174871,23381,25192,10516,10174,10073,34317,7312,53906,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,272580,42857,32351,21197,22387,36528,47800,9219,60241,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,64207,7583,8369,3634,5958,3389,12345,2796,20133,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,573250,85291,78264,51139,40179,57294,86835,23419,150829,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,170562,21518,20383,11094,9890,24590,29245,8818,45024,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,549875,105948,70727,30985,49175,70091,93605,19911,109433,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,666064,94907,74074,58711,58095,76401,115084,27654,161138,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,802411,104189,90902,74182,74599,41352,149233,35636,232318,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,493121,94647,55282,32926,43082,28310,91426,24693,122755,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,761977,99363,103353,72499,68728,77557,119343,41846,179288,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,163521,24360,19687,12655,9922,13673,30542,8237,44445,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,34,524223,92383,72394,45963,29990,60296,91220,14017,117960,Diversify into more Fixed Deposits or Government Bonds.
Female,24,308109,56540,34196,15605,25318,20708,47167,20996,87579,Diversify into more Fixed Deposits or Government Bonds.
Male,26,308582,35440,38882,21096,16119,25129,51695,17954,102267,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,599225,102272,89883,45498,58207,61567,107671,15278,118849,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,334264,52507,37781,21293,23965,38565,60457,13023,86673,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,30,87117,8962,9775,6328,8318,9673,16890,4331,22840,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,783494,113071,91221,77178,57910,67321,153084,40533,183176,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,490131,77869,62885,36695,26867,58203,82723,14736,130153,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,691824,119413,73655,62192,43570,75160,123482,22873,171479,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,317754,45726,44788,31330,16176,20548,57473,10197,91516,Diversify into more Fixed Deposits or Government Bonds.
Male,30,769379,135256,99366,64353,62483,84556,119347,25201,178817,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,291258,42638,33995,25967,24397,23635,57539,13662,69425,Focus on balancing investments between Gold and Fixed Deposits for stability.
Female,34,891918,164704,129533,53410,62333,50034,140380,46278,245246,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,35,67802,10286,8263,5821,4292,6200,13351,3070,16519,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,770045,129478,105708,55702,55089,74710,148696,27363,173299,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,482658,90995,49253,30235,45789,69154,77410,14584,105238,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,519397,91115,61327,31311,31871,41769,99542,23661,138801,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,180185,20308,21366,11921,9695,23844,33617,8532,50902,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,457255,77804,53469,44259,34312,27948,79452,19043,120968,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,705903,72998,82933,69755,44460,86403,111326,27833,210195,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,148910,19306,15000,11046,14666,11638,27324,9208,40722,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,462851,89768,46871,42701,25026,37648,86615,18365,115857,Consider increasing investment in Mutual Funds or Equity Market.
Female,31,738068,77978,101235,57450,54073,67427,133891,47162,198852,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,606151,86101,72363,41257,36345,80786,97898,29752,161649,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,174550,31093,17680,13122,12238,9998,33328,8010,49081,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,923590,126781,123457,66659,63362,98126,155220,50853,239132,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,650585,114391,89619,58239,50208,85882,106321,27936,117989,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,80381,11270,10169,4687,4160,4757,12066,5891,27381,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,949527,167082,114739,76372,54600,127669,171915,32071,205079,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,26,879825,163321,119244,62392,59965,61721,139663,39701,233818,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,297963,40820,30711,19519,16891,38797,51819,11771,87635,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,119843,13919,16890,9329,9006,11361,22438,5721,31179,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,819501,91729,84796,51951,80855,47668,144969,60994,256539,Consider increasing investment in Mutual Funds or Equity Market.
Male,22,530906,57171,58141,43030,26912,75721,82486,19877,167568,Diversify into more Fixed Deposits or Government Bonds.
Female,32,620439,73971,80978,60216,45884,64232,106811,28937,159410,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,649400,82432,87504,55521,49382,88286,118866,25002,142407,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,62555,11523,8083,3365,5638,8417,9534,2832,13163,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,403292,79886,56274,28188,34637,31948,73757,14963,83639,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,900184,149631,108645,51948,63960,87985,165538,35000,237477,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,418212,68823,46711,36905,36010,25835,75125,14014,114789,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,775893,152783,90750,39581,58332,48250,141637,42333,202227,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,27,74707,13890,10790,4891,5072,11015,12827,2279,13943,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,354358,68227,38754,26118,26319,44030,60868,16777,73265,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,786201,131315,115216,49610,71246,48491,149454,40833,180036,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,549821,77338,74226,54122,32575,61478,83777,22262,144043,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,26,73195,8353,9284,5867,7281,10736,14210,2737,14727,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,788658,148746,92861,47356,60176,81327,154185,20518,183489,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,514617,95490,67112,49909,44906,44579,93526,16313,102782,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,751436,144393,75883,58416,56633,51860,128802,30535,204914,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,940643,157126,129486,83313,65579,65035,154926,43767,241411,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,29,682757,110286,95411,58708,40090,84934,106343,35859,151126,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,749543,126656,79148,68830,62902,90837,130699,30565,159906,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,242045,34567,31073,21661,14520,33303,40010,7678,59233,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,691886,113092,87330,44680,56325,84019,113213,21577,171650,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,437355,66054,49924,28980,32670,53847,65930,20688,119262,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,812400,91272,115898,51172,57031,44473,127918,32522,292114,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,24,67228,9143,9448,5297,6185,4541,12361,3536,16717,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,26,382171,51364,40401,33291,29073,37060,73322,17566,100094,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,510663,66130,70176,32423,32588,36192,79239,34935,158980,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,106783,18160,12724,9210,10471,10318,18624,4171,23105,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,814363,103144,91535,60604,61107,64276,145865,50969,236863,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,541409,91475,58123,44460,27163,48331,93692,31991,146174,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,31,336370,63241,45716,29857,32487,33117,55160,10522,66270,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,137493,19643,15923,8963,13630,20518,25044,6112,27660,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,860028,148023,115335,49301,48881,119186,129618,41941,207743,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,535584,96661,72784,30646,43931,33393,92716,27380,138073,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,318901,43749,40138,31044,20894,21526,62306,14720,84524,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,268600,40192,39666,17027,24127,28476,49557,10229,59326,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,34,745641,103186,79935,74098,64394,71214,130223,22265,200326,Diversify into more Fixed Deposits or Government Bonds.
Male,30,632296,65102,88761,33074,56012,76721,116321,30319,165986,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,215602,29049,32045,20598,15893,14562,34869,6955,61631,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,587755,110044,69455,43665,44859,76005,106241,14701,122785,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,857148,118038,105269,73639,76459,43300,154229,29473,256741,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,738261,135504,82687,49210,45512,100977,121838,35284,167249,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,827923,133541,118506,49583,62807,110418,149465,20610,182993,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,382385,47934,51323,30812,36259,54510,72659,10521,78367,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,482327,66175,71497,35784,32171,70516,89219,19842,97123,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,253642,35823,26550,25155,13758,29574,38694,8529,75559,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,644152,65055,94769,47093,51598,41311,112332,35235,196759,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,678298,78184,83364,63981,53423,46528,134144,41392,177282,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,530741,102274,73797,41434,47124,59412,79762,14170,112768,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,848046,94095,108290,71903,82233,118831,152556,34588,185550,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,751055,80236,104067,47540,72023,54167,138807,28276,225939,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,97708,14596,10499,9002,7885,14434,15345,4816,21131,Diversify into more Fixed Deposits or Government Bonds.
Male,27,913259,158387,109007,46480,79269,54626,173928,52437,239125,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,544633,66213,80767,48824,43696,67260,94448,15674,127751,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,536519,87824,64818,53085,28525,35438,104631,24119,138079,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,450923,53801,52142,24266,36838,64035,80494,22881,116466,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,249274,32226,33757,23870,13042,17880,49065,14338,65096,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,589133,63052,65775,40214,38862,32477,93399,32746,222608,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,81922,9447,11582,6228,5003,11041,15404,3219,19998,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,451041,83046,59480,36612,24896,40964,69267,19161,117615,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,243294,25776,26676,17716,19683,16568,37496,18621,80758,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,437488,47400,56189,39183,25539,50150,81605,23461,113961,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,35,431969,45431,57054,24992,28120,61720,65923,27689,121040,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,136304,21144,13844,11954,12659,13052,25842,7223,30586,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,783489,122869,114260,55509,70979,100339,145687,24537,149309,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,571009,83837,63079,36490,48029,47133,106330,30232,155879,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,771852,104699,83654,50933,52688,88437,118164,50997,222280,Diversify into more Fixed Deposits or Government Bonds.
Female,26,290886,47278,29862,18202,16735,31469,51909,13019,82412,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,757128,133238,78051,69178,71493,51930,149171,35352,168715,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,349096,66099,48725,18640,21764,47159,53204,15982,77523,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,578349,97240,70675,45540,36451,63078,106650,21992,136723,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,388810,44637,57251,38677,20800,21604,65372,27244,113225,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,486579,67146,54225,48079,30011,57644,75705,25097,128672,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,30,654674,74957,74590,47022,57776,69078,104096,39863,187292,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,409079,66996,41301,21796,22338,30661,67022,26666,132299,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,25,262143,43262,37644,23794,23443,28545,40719,10926,53810,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,26,888054,115653,123590,60685,50371,98157,172407,31418,235773,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,214688,27790,24307,19132,12368,20189,36246,13209,61447,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,821573,118258,92382,44390,61035,61537,151396,36282,256293,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,780159,119910,102847,74142,74325,91161,125349,20401,172024,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,813743,142585,96021,45597,74670,84390,160674,33126,176680,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,181615,35438,23143,10643,17834,10712,28901,10966,43978,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,103827,18467,14748,7639,7157,8010,15854,3346,28606,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,911449,121039,101348,75960,53302,128428,180819,36954,213599,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,497644,52308,54010,31530,46678,69086,98690,18352,126990,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,546061,64207,68936,36705,38173,52006,83572,26818,175644,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,720490,125597,89292,63601,60245,103834,132943,22610,122368,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,376916,43616,55051,37630,34723,22369,58637,17046,107844,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,29,823497,139667,116397,48620,66919,54315,128140,39634,229805,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,363952,67733,47818,30600,25352,27911,71555,13124,79859,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,415398,62867,43040,22206,36515,59485,75534,21993,93758,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,320117,56787,34074,17073,31085,21179,58088,12584,89247,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,651555,98746,81038,55992,59309,97659,104527,22165,132119,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,896944,123420,91210,55468,69354,123504,148615,48554,236819,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,21,409504,79448,44623,22698,40675,22524,67179,24742,107615,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,102113,13024,11107,9097,8811,6206,17879,6814,29175,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,348562,49638,38728,29530,21401,49076,59584,14968,85637,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,927168,157109,109383,90030,59010,135899,157072,38929,179736,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,535499,96925,70178,48513,42592,59031,84091,25364,108805,Consider increasing investment in Mutual Funds or Equity Market.
Female,25,843355,97323,105646,55591,54334,56474,149602,59834,264551,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,850994,127387,100413,81998,48245,83425,160047,47349,202130,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,724249,139619,76481,55787,43872,49044,139983,30046,189417,Consider increasing investment in Mutual Funds or Equity Market.
Female,31,407542,45077,45202,28139,33615,45817,79970,17062,112660,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,100719,14072,11497,5623,9875,6003,17489,5677,30483,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,462319,78604,52521,35045,32077,27599,72133,23068,141272,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,563324,56531,57036,29666,49725,78268,109968,18361,163769,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,28,128935,21328,14740,6897,7116,7307,22888,6359,42300,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,925563,107946,99289,85125,47322,92117,142201,40287,311276,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,860984,126159,95005,70458,59364,110592,157469,47853,194084,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,457625,62101,55971,38170,32539,33821,68797,21204,145022,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,767386,143056,99359,38548,68602,39567,151680,34299,192275,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,758584,144745,109461,71507,52183,52030,127108,22861,178689,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,28,680492,124829,87395,42483,61924,65387,102444,22608,173422,Consider increasing investment in Mutual Funds or Equity Market.
Female,25,602989,85730,62639,49546,36099,65974,90732,24301,187968,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,197106,26135,20575,19548,12142,27569,36330,10734,44073,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,35,567982,108513,81751,44807,55794,38669,98096,24998,115354,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,133678,19831,20014,11584,8063,17530,25983,4722,25951,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,639348,127265,81066,56682,42326,47237,120957,19543,144272,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,589991,75751,69861,47922,39595,48434,101569,29990,176869,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,90391,9229,10469,6642,5584,8831,16132,6163,27341,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,939916,166811,106052,53045,47057,84463,181186,34993,266309,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,34,90955,11703,11566,7248,7036,4571,17148,6021,25662,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,31,767675,96173,81881,67880,66405,99264,150424,21475,184173,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,344716,52984,48072,25875,26752,36768,51886,19496,82883,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,330095,39967,33430,26960,25750,20722,65991,16319,100956,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,168541,21337,17707,12932,9811,10882,31412,6877,57583,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,929975,159319,96236,64834,52308,138070,150481,36667,232060,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,918059,111207,116772,88238,68058,114035,153999,34079,231671,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,880813,96766,130796,60711,82515,98624,161991,36346,213064,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,25,101470,13468,12550,8962,9701,10099,17914,4985,23791,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,198653,38923,26399,18376,13947,13498,36798,6314,44398,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,409791,77280,42592,30241,29431,55828,81319,18188,74912,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,416462,43934,62277,34732,26076,36526,80975,25281,106661,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,30,665906,74707,71362,34767,46409,56278,122284,30214,229885,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,624868,112287,80613,34712,59264,84321,117291,20181,116199,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,810108,130458,89022,71281,68614,105226,159506,35133,150868,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,712993,135141,86628,63763,70215,54621,134228,20934,147463,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,545425,70104,66206,39330,46383,32984,104766,21092,164560,Consider increasing investment in Mutual Funds or Equity Market.
Female,25,130577,13392,15690,11589,8804,17632,23918,6759,32793,Consider increasing investment in Mutual Funds or Equity Market.
Male,22,275383,41773,35654,16024,25989,25494,47351,13948,69150,Diversify into more Fixed Deposits or Government Bonds.
Male,29,698521,131908,95839,50341,51075,54370,106818,40378,167792,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,428336,47101,48627,41708,33791,57957,79138,12558,107456,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,198281,22799,20993,14686,18008,24154,31796,9329,56516,Consider increasing investment in Mutual Funds or Equity Market.
Female,21,69690,11835,10085,6677,5243,6385,12724,2783,13958,Diversify into more Fixed Deposits or Government Bonds.
Male,27,700752,138278,87526,53874,51126,85286,116859,17379,150424,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,624143,97126,71193,54550,36567,83954,117367,22492,140894,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,812294,95221,115962,54493,44845,81888,123482,34406,261997,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,323488,36632,40419,21483,27896,19674,53467,16093,107824,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,469836,82094,67651,35067,36687,60933,90942,17013,79449,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,351478,44251,36430,21281,28462,36866,61646,13151,109391,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,361130,50951,36586,29854,22496,43590,63780,12004,101869,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,21,732930,83496,106706,68741,66541,78508,123139,40311,165488,Diversify into more Fixed Deposits or Government Bonds.
Female,21,645384,123232,65088,36176,49793,76835,111808,21567,160885,Diversify into more Fixed Deposits or Government Bonds.
Male,27,689414,97916,76020,62192,53162,62658,108295,34707,194464,Consider increasing investment in Mutual Funds or Equity Market.
Female,31,243286,38108,32273,20747,12673,21356,41018,9026,68085,Consider increasing investment in Mutual Funds or Equity Market.
Female,31,409845,54190,41889,29963,31022,40542,64386,16351,131502,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,543106,95541,74647,35219,45622,78290,104250,14190,95347,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,756693,85751,77607,56893,55145,94673,142574,26113,217937,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,366336,72221,41358,25169,28873,19719,68008,13232,97756,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,570378,109341,64075,40306,34916,65371,96317,19833,140219,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,413663,76276,55905,30438,26597,56767,70724,14208,82748,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,632716,75419,89653,49032,52417,58135,95520,27641,184899,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,519363,53010,52713,51550,28429,49391,99684,26240,158346,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,26,763335,95322,92135,69612,39880,75477,121886,28524,240499,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,850427,151848,85659,60166,65717,57224,165810,37190,226813,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,500059,59112,65287,40991,34721,26577,91552,22505,159314,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,848784,97604,119718,63839,61449,106509,147293,40678,211694,Diversify into more Fixed Deposits or Government Bonds.
Female,34,901087,126715,130095,70536,85716,126047,169340,29821,162817,Diversify into more Fixed Deposits or Government Bonds.
Female,34,340202,56277,37798,32645,31634,43789,51464,10344,76251,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,30,499620,95762,70173,46119,35088,37790,97194,16131,101363,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,28,528241,68612,60770,49719,31085,70412,91850,19648,136145,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,706757,111967,80535,53533,57024,76543,134858,31128,161169,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,22,463741,56606,53212,32512,41029,65118,70130,28931,116203,Diversify into more Fixed Deposits or Government Bonds.
Male,27,269510,40196,28726,21095,19654,14805,48210,18702,78122,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,291035,42859,32439,24315,18446,41187,50597,14489,66703,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,689918,72382,94260,39600,42006,93919,107763,31072,208916,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,868139,118927,126315,49609,70186,61022,142757,43254,256069,Diversify into more Fixed Deposits or Government Bonds.
Female,25,899133,139116,97798,71729,72256,81689,143894,39038,253613,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,526236,57783,72222,26696,35042,74954,83869,26764,148906,Consider increasing investment in Mutual Funds or Equity Market.
Female,25,99603,11447,14690,9067,6537,12470,17766,3375,24251,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,721748,81874,81169,58786,70543,92158,140866,23446,172906,Consider increasing investment in Mutual Funds or Equity Market.
Male,22,496809,95119,51784,48294,28348,42802,83105,19596,127761,Diversify into more Fixed Deposits or Government Bonds.
Male,29,467488,81185,66371,36709,36139,35590,91238,18817,101439,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,909904,128416,116445,50248,50565,129869,146429,36575,251357,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,678897,105721,84416,52809,46349,61455,107564,33022,187561,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,303368,43168,44596,17137,24508,44490,46991,14195,68283,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,31,731987,136553,85358,57438,39880,61271,118905,39199,193383,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,488565,51577,60661,37958,47177,69431,73446,23449,124866,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,221374,30988,28073,18259,14106,27919,43395,11075,47559,Consider increasing investment in Mutual Funds or Equity Market.
Female,21,358127,62864,45204,26594,31247,45580,53936,9621,83081,Diversify into more Fixed Deposits or Government Bonds.
